year;area;information;price_per_square_meter;observations
2009;Asikkala;single_family_houses;1332;32
2009;Askola;block_of_flats;;
2009;Askola;single_family_houses;1823;17
2009;Aura;block_of_flats;;5
2009;Aura;single_family_houses;1125;37
2009;Akaa;block_of_flats;1038;110
2009;Akaa;single_family_houses;1215;49
2009;Enonkoski;block_of_flats;;
2009;Enonkoski;single_family_houses;686;5
2009;Enontekio;block_of_flats;;
2009;Enontekio;single_family_houses;;
2009;Espoo;block_of_flats;2635;2584
2009;Espoo;single_family_houses;2912;1575
2009;Eura;block_of_flats;839;20
2009;Eura;single_family_houses;1134;52
2009;Eurajoki;block_of_flats;;4
2009;Eurajoki;single_family_houses;1033;40
2009;Evijarvi;block_of_flats;;
2009;Evijarvi;single_family_houses;;4
2009;Forssa;block_of_flats;982;217
2009;Forssa;single_family_houses;1274;61
2009;Haapajarvi;block_of_flats;830;19
2009;Haapajarvi;single_family_houses;879;18
2009;Haapavesi;block_of_flats;1021;7
2009;Haapavesi;single_family_houses;1056;24
2009;Hamina;block_of_flats;1099;149
2009;Hamina;single_family_houses;1423;90
2009;Hankasalmi;block_of_flats;;1
2009;Hankasalmi;single_family_houses;868;22
2009;Hanko;block_of_flats;1246;85
2009;Hanko;single_family_houses;1629;26
2009;Harjavalta;block_of_flats;939;32
2009;Harjavalta;single_family_houses;917;43
2009;Hartola;block_of_flats;1000;11
2009;Hartola;single_family_houses;1119;7
2009;Hattula;block_of_flats;1343;15
2009;Hattula;single_family_houses;1652;59
2009;Haukipudas;block_of_flats;1443;16
2009;Haukipudas;single_family_houses;1314;111
2009;Hausjarvi;block_of_flats;830;15
2009;Hausjarvi;single_family_houses;1419;35
2009;Heinavesi;block_of_flats;;6
2009;Heinavesi;single_family_houses;747;9
2009;Helsinki;block_of_flats;3227;10134
2009;Helsinki;single_family_houses;2888;1168
2009;Vantaa;block_of_flats;2069;2321
2009;Vantaa;single_family_houses;2516;964
2009;Himanka;block_of_flats;;
2009;Himanka;single_family_houses;;4
2009;Hirvensalmi;block_of_flats;;2
2009;Hirvensalmi;single_family_houses;919;10
2009;Hollola;block_of_flats;1183;135
2009;Hollola;single_family_houses;1530;89
2009;Honkajoki;block_of_flats;;
2009;Honkajoki;single_family_houses;676;6
2009;Huittinen;block_of_flats;839;57
2009;Huittinen;single_family_houses;1157;47
2009;Humppila;block_of_flats;;5
2009;Humppila;single_family_houses;1055;8
2009;Hyrynsalmi;block_of_flats;;
2009;Hyrynsalmi;single_family_houses;;6
2009;Hyvinkaa;block_of_flats;1681;467
2009;Hyvinkaa;single_family_houses;1877;250
2009;Hameenkyro;block_of_flats;1056;22
2009;Hameenkyro;single_family_houses;1121;42
2009;Hameenlinna;block_of_flats;1610;577
2009;Hameenlinna;single_family_houses;1720;347
2009;Heinola;block_of_flats;1097;349
2009;Heinola;single_family_houses;1330;64
2009;Ii;block_of_flats;;
2009;Ii;single_family_houses;967;25
2009;Iisalmi;block_of_flats;1281;158
2009;Iisalmi;single_family_houses;1491;70
2009;Iitti;block_of_flats;778;11
2009;Iitti;single_family_houses;1171;25
2009;Ikaalinen;block_of_flats;1068;40
2009;Ikaalinen;single_family_houses;1143;10
2009;Ilmajoki;block_of_flats;;
2009;Ilmajoki;single_family_houses;1261;24
2009;Ilomantsi;block_of_flats;;4
2009;Ilomantsi;single_family_houses;720;22
2009;Inari;block_of_flats;;1
2009;Inari;single_family_houses;1384;12
2009;Inkoo;block_of_flats;1189;16
2009;Inkoo;single_family_houses;1782;21
2009;Isojoki;block_of_flats;;
2009;Isojoki;single_family_houses;863;9
2009;Isokyro;block_of_flats;651;9
2009;Isokyro;single_family_houses;943;12
2009;Imatra;block_of_flats;1003;243
2009;Imatra;single_family_houses;1166;113
2009;Jalasjarvi;block_of_flats;597;17
2009;Jalasjarvi;single_family_houses;908;31
2009;Janakkala;block_of_flats;1025;97
2009;Janakkala;single_family_houses;1469;93
2009;Joensuu;block_of_flats;1750;505
2009;Joensuu;single_family_houses;1476;367
2009;Jokioinen;block_of_flats;849;10
2009;Jokioinen;single_family_houses;1176;15
2009;Joroinen;block_of_flats;552;9
2009;Joroinen;single_family_houses;856;21
2009;Joutsa;block_of_flats;768;13
2009;Joutsa;single_family_houses;966;19
2009;Juankoski;block_of_flats;829;8
2009;Juankoski;single_family_houses;795;11
2009;Juuka;block_of_flats;813;9
2009;Juuka;single_family_houses;861;23
2009;Juupajoki;block_of_flats;;1
2009;Juupajoki;single_family_houses;;4
2009;Juva;block_of_flats;1017;16
2009;Juva;single_family_houses;1027;34
2009;Jyvaskyla;block_of_flats;1620;1461
2009;Jyvaskyla;single_family_houses;1729;661
2009;Jamijarvi;block_of_flats;;
2009;Jamijarvi;single_family_houses;1018;6
2009;Jamsa;block_of_flats;1081;113
2009;Jamsa;single_family_houses;1208;88
2009;Jarvenpaa;block_of_flats;2000;330
2009;Jarvenpaa;single_family_houses;2183;390
2009;Kaarina;block_of_flats;1448;195
2009;Kaarina;single_family_houses;1968;214
2009;Kaavi;block_of_flats;;4
2009;Kaavi;single_family_houses;905;14
2009;Kajaani;block_of_flats;1164;395
2009;Kajaani;single_family_houses;1349;177
2009;Kalajoki;block_of_flats;;4
2009;Kalajoki;single_family_houses;1256;34
2009;Kangasala;block_of_flats;1530;168
2009;Kangasala;single_family_houses;1810;165
2009;Kangasniemi;block_of_flats;967;17
2009;Kangasniemi;single_family_houses;944;27
2009;Kankaanpaa;block_of_flats;1038;28
2009;Kankaanpaa;single_family_houses;1049;32
2009;Kannonkoski;block_of_flats;;
2009;Kannonkoski;single_family_houses;684;6
2009;Kannus;block_of_flats;1016;17
2009;Kannus;single_family_houses;861;32
2009;Karijoki;block_of_flats;;
2009;Karijoki;single_family_houses;753;5
2009;Karjalohja;block_of_flats;;
2009;Karjalohja;single_family_houses;;4
2009;Karkkila;block_of_flats;1415;38
2009;Karkkila;single_family_houses;1498;23
2009;Karstula;block_of_flats;;2
2009;Karstula;single_family_houses;890;20
2009;Karttula;block_of_flats;;5
2009;Karttula;single_family_houses;1019;5
2009;Karvia;block_of_flats;;
2009;Karvia;single_family_houses;865;7
2009;Kaskinen;block_of_flats;;12
2009;Kaskinen;single_family_houses;;2
2009;Kauhajoki;block_of_flats;1548;14
2009;Kauhajoki;single_family_houses;1158;72
2009;Kauhava;block_of_flats;711;11
2009;Kauhava;single_family_houses;953;45
2009;Kauniainen;block_of_flats;2915;49
2009;Kauniainen;single_family_houses;3397;39
2009;Kaustinen;block_of_flats;;
2009;Kaustinen;single_family_houses;1087;13
2009;Keitele;block_of_flats;;3
2009;Keitele;single_family_houses;814;9
2009;Kemi;block_of_flats;918;243
2009;Kemi;single_family_houses;1070;61
2009;Keminmaa;block_of_flats;605;22
2009;Keminmaa;single_family_houses;967;29
2009;Kempele;block_of_flats;1661;40
2009;Kempele;single_family_houses;1391;141
2009;Kerava;block_of_flats;2057;449
2009;Kerava;single_family_houses;2149;183
2009;Kerimaki;block_of_flats;;4
2009;Kerimaki;single_family_houses;1001;22
2009;Kesalahti;block_of_flats;;
2009;Kesalahti;single_family_houses;757;12
2009;Keuruu;block_of_flats;998;85
2009;Keuruu;single_family_houses;1160;29
2009;Kihnia;block_of_flats;;
2009;Kihnia;single_family_houses;;1
2009;Kiikoinen;block_of_flats;;
2009;Kiikoinen;single_family_houses;;2
2009;Kiiminki;block_of_flats;935;6
2009;Kiiminki;single_family_houses;1276;85
2009;Kinnula;block_of_flats;;
2009;Kinnula;single_family_houses;;3
2009;Kirkkonummi;block_of_flats;1694;258
2009;Kirkkonummi;single_family_houses;2272;288
2009;Kitee;block_of_flats;975;40
2009;Kitee;single_family_houses;883;38
2009;Kittila;block_of_flats;;1
2009;Kittila;single_family_houses;1906;43
2009;Kiuruvesi;block_of_flats;746;26
2009;Kiuruvesi;single_family_houses;901;14
2009;Kivijarvi;block_of_flats;;2
2009;Kivijarvi;single_family_houses;;2
2009;Kokemaki;block_of_flats;823;24
2009;Kokemaki;single_family_houses;1012;24
2009;Kokkola;block_of_flats;1303;293
2009;Kokkola;single_family_houses;1529;156
2009;Kolari;block_of_flats;;2
2009;Kolari;single_family_houses;2040;31
2009;Konnevesi;block_of_flats;;3
2009;Konnevesi;single_family_houses;;3
2009;Kontiolahti;block_of_flats;1708;6
2009;Kontiolahti;single_family_houses;1574;55
2009;Korsnas;block_of_flats;;
2009;Korsnas;single_family_houses;;3
2009;Hameenkoski;block_of_flats;;
2009;Hameenkoski;single_family_houses;1042;9
2009;Koski_Tl;block_of_flats;1030;9
2009;Koski_Tl;single_family_houses;1011;7
2009;Kotka;block_of_flats;1285;700
2009;Kotka;single_family_houses;1414;190
2009;Kouvola;block_of_flats;1048;634
2009;Kouvola;single_family_houses;1296;337
2009;Kristiinankaupunki;block_of_flats;651;11
2009;Kristiinankaupunki;single_family_houses;918;14
2009;Kruunupyy;block_of_flats;;2
2009;Kruunupyy;single_family_houses;731;7
2009;Kuhmo;block_of_flats;1125;14
2009;Kuhmo;single_family_houses;995;13
2009;Kuhmoinen;block_of_flats;741;9
2009;Kuhmoinen;single_family_houses;;4
2009;Kuopio;block_of_flats;1667;1261
2009;Kuopio;single_family_houses;1745;438
2009;Kuortane;block_of_flats;;
2009;Kuortane;single_family_houses;1008;10
2009;Kurikka;block_of_flats;900;16
2009;Kurikka;single_family_houses;1104;39
2009;Kustavi;block_of_flats;;
2009;Kustavi;single_family_houses;;
2009;Kuusamo;block_of_flats;1286;48
2009;Kuusamo;single_family_houses;1540;89
2009;Outokumpu;block_of_flats;725;49
2009;Outokumpu;single_family_houses;881;33
2009;Kylmakoski;block_of_flats;;
2009;Kylmakoski;single_family_houses;1094;13
2009;Kyyjarvi;block_of_flats;;
2009;Kyyjarvi;single_family_houses;;4
2009;Karkola;block_of_flats;;2
2009;Karkola;single_family_houses;1065;21
2009;Karsamaki;block_of_flats;;
2009;Karsamaki;single_family_houses;;4
2009;Kaylia;block_of_flats;;3
2009;Kaylia;single_family_houses;;3
2009;Kemijarvi;block_of_flats;739;52
2009;Kemijarvi;single_family_houses;872;30
2009;Kemionsaari;block_of_flats;986;42
2009;Kemionsaari;single_family_houses;1099;21
2009;Lahti;block_of_flats;1461;1641
2009;Lahti;single_family_houses;1711;317
2009;Laihia;block_of_flats;1090;11
2009;Laihia;single_family_houses;1227;38
2009;Laitila;block_of_flats;894;41
2009;Laitila;single_family_houses;975;48
2009;Lapinlahti;block_of_flats;1021;11
2009;Lapinlahti;single_family_houses;971;32
2009;Lappeenranta;block_of_flats;1582;670
2009;Lappeenranta;single_family_houses;1648;204
2009;Lapinjarvi;block_of_flats;;
2009;Lapinjarvi;single_family_houses;894;5
2009;Lapua;block_of_flats;953;20
2009;Lapua;single_family_houses;1363;61
2009;Laukaa;block_of_flats;1364;23
2009;Laukaa;single_family_houses;1291;80
2009;Lavia;block_of_flats;;
2009;Lavia;single_family_houses;;3
2009;Lemi;block_of_flats;;
2009;Lemi;single_family_houses;1316;10
2009;Lempaala;block_of_flats;1531;137
2009;Lempaala;single_family_houses;1843;127
2009;Leppavirta;block_of_flats;899;46
2009;Leppavirta;single_family_houses;1033;36
2009;Lieksa;block_of_flats;755;87
2009;Lieksa;single_family_houses;758;69
2009;Lieto;block_of_flats;1543;38
2009;Lieto;single_family_houses;1723;58
2009;Liljendal;block_of_flats;;
2009;Liljendal;single_family_houses;;1
2009;Liminka;block_of_flats;;1
2009;Liminka;single_family_houses;1125;24
2009;Liperi;block_of_flats;883;37
2009;Liperi;single_family_houses;1081;37
2009;Loimaa;block_of_flats;983;96
2009;Loimaa;single_family_houses;1075;73
2009;Loppi;block_of_flats;1075;18
2009;Loppi;single_family_houses;1409;21
2009;Loviisa;block_of_flats;1412;53
2009;Loviisa;single_family_houses;1320;23
2009;Luhanka;block_of_flats;;
2009;Luhanka;single_family_houses;;
2009;Luoto;block_of_flats;;
2009;Luoto;single_family_houses;;3
2009;Luumaki;block_of_flats;880;16
2009;Luumaki;single_family_houses;1180;18
2009;Luvia;block_of_flats;;
2009;Luvia;single_family_houses;1197;9
2009;Lohja;block_of_flats;1653;257
2009;Lohja;single_family_houses;1862;229
2009;Lansi-Turunmaa;block_of_flats;1150;79
2009;Lansi-Turunmaa;single_family_houses;1500;46
2009;Maalahti;block_of_flats;;
2009;Maalahti;single_family_houses;978;7
2009;Maaninka;block_of_flats;;
2009;Maaninka;single_family_houses;1131;10
2009;Marttila;block_of_flats;;2
2009;Marttila;single_family_houses;;4
2009;Masku;block_of_flats;;1
2009;Masku;single_family_houses;1663;31
2009;Merijarvi;block_of_flats;;
2009;Merijarvi;single_family_houses;;1
2009;Merikarvia;block_of_flats;;11
2009;Merikarvia;single_family_houses;;3
2009;Miehikkala;block_of_flats;;
2009;Miehikkala;single_family_houses;;4
2009;Mikkeli;block_of_flats;1494;443
2009;Mikkeli;single_family_houses;1630;196
2009;Muhos;block_of_flats;;3
2009;Muhos;single_family_houses;1070;28
2009;Multia;block_of_flats;;
2009;Multia;single_family_houses;;3
2009;Muonio;block_of_flats;;
2009;Muonio;single_family_houses;;
2009;Mustasaari;block_of_flats;1258;26
2009;Mustasaari;single_family_houses;1377;93
2009;Muurame;block_of_flats;1194;29
2009;Muurame;single_family_houses;1626;46
2009;Mynamaki;block_of_flats;1044;13
2009;Mynamaki;single_family_houses;1301;32
2009;Myrskyla;block_of_flats;;
2009;Myrskyla;single_family_houses;;4
2009;Mantsala;block_of_flats;1860;48
2009;Mantsala;single_family_houses;1907;147
2009;Mantyharju;block_of_flats;970;34
2009;Mantyharju;single_family_houses;914;47
2009;Mantta-Vilppula;block_of_flats;736;109
2009;Mantta-Vilppula;single_family_houses;848;53
2009;Naantali;block_of_flats;1519;137
2009;Naantali;single_family_houses;1842;96
2009;Nakkila;block_of_flats;900;13
2009;Nakkila;single_family_houses;993;16
2009;Nastola;block_of_flats;913;66
2009;Nastola;single_family_houses;1403;65
2009;Nilsia;block_of_flats;1659;27
2009;Nilsia;single_family_houses;1214;23
2009;Nivala;block_of_flats;995;13
2009;Nivala;single_family_houses;1073;43
2009;Nokia;block_of_flats;1302;246
2009;Nokia;single_family_houses;1733;230
2009;Noormarkku;block_of_flats;957;7
2009;Noormarkku;single_family_houses;1050;15
2009;Nousiainen;block_of_flats;1321;15
2009;Nousiainen;single_family_houses;1387;12
2009;Nummi-Pusula;block_of_flats;;
2009;Nummi-Pusula;single_family_houses;1431;16
2009;Nurmes;block_of_flats;744;34
2009;Nurmes;single_family_houses;798;31
2009;Nurmijarvi;block_of_flats;1912;175
2009;Nurmijarvi;single_family_houses;2079;267
2009;Narpio;block_of_flats;1066;16
2009;Narpio;single_family_houses;967;7
2009;Oravainen;block_of_flats;;2
2009;Oravainen;single_family_houses;;1
2009;Orimattila;block_of_flats;1220;67
2009;Orimattila;single_family_houses;1441;67
2009;Oripaa;block_of_flats;;1
2009;Oripaa;single_family_houses;;
2009;Orivesi;block_of_flats;1025;49
2009;Orivesi;single_family_houses;1255;43
2009;Oulainen;block_of_flats;929;23
2009;Oulainen;single_family_houses;948;44
2009;Oulu;block_of_flats;1535;1604
2009;Oulu;single_family_houses;1565;986
2009;Oulunsalo;block_of_flats;1718;11
2009;Oulunsalo;single_family_houses;1445;76
2009;Padasjoki;block_of_flats;913;11
2009;Padasjoki;single_family_houses;851;6
2009;Paimio;block_of_flats;1162;63
2009;Paimio;single_family_houses;1474;44
2009;Paltamo;block_of_flats;;1
2009;Paltamo;single_family_houses;;1
2009;Parikkala;block_of_flats;;5
2009;Parikkala;single_family_houses;848;20
2009;Parkano;block_of_flats;972;19
2009;Parkano;single_family_houses;949;24
2009;Pelkosenniemi;block_of_flats;;
2009;Pelkosenniemi;single_family_houses;;6
2009;Perho;block_of_flats;;
2009;Perho;single_family_houses;;9
2009;Pernaja;block_of_flats;;3
2009;Pernaja;single_family_houses;1665;10
2009;Pertunmaa;block_of_flats;;2
2009;Pertunmaa;single_family_houses;744;11
2009;Petajavesi;block_of_flats;;3
2009;Petajavesi;single_family_houses;1130;11
2009;Pieksamaki;block_of_flats;925;139
2009;Pieksamaki;single_family_houses;1026;71
2009;Pielavesi;block_of_flats;849;17
2009;Pielavesi;single_family_houses;1109;6
2009;Pietarsaari;block_of_flats;1103;169
2009;Pietarsaari;single_family_houses;1231;68
2009;Pedersoren_kunta;block_of_flats;;2
2009;Pedersoren_kunta;single_family_houses;1206;9
2009;Pihtipudas;block_of_flats;;4
2009;Pihtipudas;single_family_houses;849;24
2009;Pirkkala;block_of_flats;1769;99
2009;Pirkkala;single_family_houses;2049;125
2009;Polvijarvi;block_of_flats;;2
2009;Polvijarvi;single_family_houses;760;20
2009;Pomarkku;block_of_flats;;
2009;Pomarkku;single_family_houses;;3
2009;Pori;block_of_flats;1257;921
2009;Pori;single_family_houses;1297;324
2009;Pornainen;block_of_flats;;1
2009;Pornainen;single_family_houses;1681;7
2009;Posio;block_of_flats;;2
2009;Posio;single_family_houses;;7
2009;Pudasjarvi;block_of_flats;941;8
2009;Pudasjarvi;single_family_houses;803;18
2009;Pukkila;block_of_flats;;1
2009;Pukkila;single_family_houses;;2
2009;Punkaharju;block_of_flats;;3
2009;Punkaharju;single_family_houses;925;13
2009;Punkalaidun;block_of_flats;;5
2009;Punkalaidun;single_family_houses;802;12
2009;Puolanka;block_of_flats;;
2009;Puolanka;single_family_houses;690;13
2009;Puumala;block_of_flats;;3
2009;Puumala;single_family_houses;812;7
2009;Pyhtaa;block_of_flats;;3
2009;Pyhtaa;single_family_houses;1360;12
2009;Pyhajoki;block_of_flats;;
2009;Pyhajoki;single_family_houses;858;8
2009;Pyhajarvi;block_of_flats;756;8
2009;Pyhajarvi;single_family_houses;682;13
2009;Pyhanta;block_of_flats;;
2009;Pyhanta;single_family_houses;;3
2009;Pyharanta;block_of_flats;;
2009;Pyharanta;single_family_houses;;4
2009;Palkane;block_of_flats;1340;9
2009;Palkane;single_family_houses;1006;19
2009;Poytya;block_of_flats;;5
2009;Poytya;single_family_houses;1075;43
2009;Porvoo;block_of_flats;1968;338
2009;Porvoo;single_family_houses;2098;145
2009;Raahe;block_of_flats;1066;84
2009;Raahe;single_family_houses;1083;73
2009;Raisio;block_of_flats;1395;280
2009;Raisio;single_family_houses;1812;111
2009;Rantasalmi;block_of_flats;985;11
2009;Rantasalmi;single_family_houses;914;9
2009;Ranua;block_of_flats;;
2009;Ranua;single_family_houses;688;20
2009;Rauma;block_of_flats;1220;385
2009;Rauma;single_family_houses;1503;195
2009;Rautalampi;block_of_flats;717;6
2009;Rautalampi;single_family_houses;909;11
2009;Rautavaara;block_of_flats;;
2009;Rautavaara;single_family_houses;;10
2009;Rautjarvi;block_of_flats;;7
2009;Rautjarvi;single_family_houses;852;8
2009;Reisjarvi;block_of_flats;;
2009;Reisjarvi;single_family_houses;;7
2009;Riihimaki;block_of_flats;1423;313
2009;Riihimaki;single_family_houses;1804;101
2009;Ristiina;block_of_flats;898;5
2009;Ristiina;single_family_houses;1177;17
2009;Ristijarvi;block_of_flats;;
2009;Ristijarvi;single_family_houses;;3
2009;Rovaniemi;block_of_flats;1297;490
2009;Rovaniemi;single_family_houses;1450;207
2009;Ruokolahti;block_of_flats;886;11
2009;Ruokolahti;single_family_houses;1149;9
2009;Ruotsinpyhtaa;block_of_flats;;3
2009;Ruotsinpyhtaa;single_family_houses;994;8
2009;Ruovesi;block_of_flats;628;21
2009;Ruovesi;single_family_houses;973;11
2009;Rusko;block_of_flats;;
2009;Rusko;single_family_houses;1683;20
